Province,Occupation,NOC,Occupation_Code,Occupation_Code_2,OccupationDescription,OccupationDescription_2,Position_Code,Position,ID,Wave_Level,Value
NS,Couriers and messengers ,74102,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support,1366,High,49.33
NS,Railway yard and track maintenance workers ,74200,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support,1367,Low,18.95
NS,Railway yard and track maintenance workers ,74200,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support,1367,Median,26.27
NS,Railway yard and track maintenance workers ,74200,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support,1367,High,41.3
NS,Water transport deck and engine room crew ,74201,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support,1368,Low,21.7
NS,Water transport deck and engine room crew ,74201,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support,1368,Median,26.07
NS,Water transport deck and engine room crew ,74201,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support,1368,High,32.42
NS,Air transport ramp attendants ,74202,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support,1369,Low,15.0
NS,Air transport ramp attendants ,74202,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support,1369,Median,17.0
NS,Air transport ramp attendants ,74202,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support,1369,High,29.41
NS,Automotive and heavy truck and equipment parts installers and servicers ,74203,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support,1370,Low,15.0
NS,Automotive and heavy truck and equipment parts installers and servicers ,74203,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support,1370,Median,18.0
NS,Automotive and heavy truck and equipment parts installers and servicers ,74203,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support,1370,High,28.63
NS,Utility maintenance workers ,74204,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support,1371,Low,22.0
NS,Utility maintenance workers ,74204,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support,1371,Median,26.0
NS,Utility maintenance workers ,74204,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support,1371,High,33.65
NS,Public works maintenance equipment operators and related workers ,74205,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support,1372,Low,17.0
NS,Public works maintenance equipment operators and related workers ,74205,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support,1372,Median,23.0
NS,Public works maintenance equipment operators and related workers ,74205,7,74,"Trades, transport and equipment operators and related occupations","Mail and message distribution, other transport equipment operators and related maintenance workers",4,Workers/Machine Operators/Support,1372,High,27.0
NS,Longshore workers ,75100,7,75,"Trades, transport and equipment operators and related occupations","Helpers and labourers and other transport drivers, operators and labourers",5,Labourers/Drivers/Support,1373,Low,19.86
NS,Longshore workers ,75100,7,75,"Trades, transport and equipment operators and related occupations","Helpers and labourers and other transport drivers, operators and labourers",5,Labourers/Drivers/Support,1373,Median,26.14
NS,Longshore workers ,75100,7,75,"Trades, transport and equipment operators and related occupations","Helpers and labourers and other transport drivers, operators and labourers",5,Labourers/Drivers/Support,1373,High,42.53
NS,Material handlers ,75101,7,75,"Trades, transport and equipment operators and related occupations","Helpers and labourers and other transport drivers, operators and labourers",5,Labourers/Drivers/Support,1374,Low,15.0
NS,Material handlers ,75101,7,75,"Trades, transport and equipment operators and related occupations","Helpers and labourers and other transport drivers, operators and labourers",5,Labourers/Drivers/Support,1374,Median,18.25
NS,Material handlers ,75101,7,75,"Trades, transport and equipment operators and related occupations","Helpers and labourers and other transport drivers, operators and labourers",5,Labourers/Drivers/Support,1374,High,25.28
NS,Construction trades helpers and labourers ,75110,7,75,"Trades, transport and equipment operators and related occupations","Helpers and labourers and other transport drivers, operators and labourers",5,Labourers/Drivers/Support,1375,Low,15.0
