Province,Occupation,NOC,Occupation_Code,Occupation_Code_2,OccupationDescription,OccupationDescription_2,Position_Code,Position,ID,Wave_Level,Value,mean_temperature,Average_house_price,bachelors_higher,Minimum_wage,CPI
NS,"Other products assemblers, finishers and inspectors ",94219,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,1439,Low,15.03,-3.3,0.3766,24.3,15.0,3.6
NS,"Other products assemblers, finishers and inspectors ",94219,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,1439,Median,20.85,-3.3,0.3766,24.3,15.0,3.6
NS,"Other products assemblers, finishers and inspectors ",94219,9,94,Occupations in manufacturing and utilities,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",4,Workers/Machine Operators/Support,1439,High,28.0,-3.3,0.3766,24.3,15.0,3.6
NS,Labourers in mineral and metal processing ,95100,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,1440,Low,15.0,-3.3,0.3766,24.3,15.0,3.6
NS,Labourers in mineral and metal processing ,95100,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,1440,Median,19.96,-3.3,0.3766,24.3,15.0,3.6
NS,Labourers in mineral and metal processing ,95100,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,1440,High,30.76,-3.3,0.3766,24.3,15.0,3.6
NS,Labourers in metal fabrication ,95101,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,1441,Low,15.0,-3.3,0.3766,24.3,15.0,3.6
NS,Labourers in metal fabrication ,95101,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,1441,Median,19.28,-3.3,0.3766,24.3,15.0,3.6
NS,Labourers in metal fabrication ,95101,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,1441,High,30.0,-3.3,0.3766,24.3,15.0,3.6
NS,Labourers in chemical products processing and utilities ,95102,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,1442,Low,15.0,-3.3,0.3766,24.3,15.0,3.6
NS,Labourers in chemical products processing and utilities ,95102,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,1442,Median,20.0,-3.3,0.3766,24.3,15.0,3.6
NS,Labourers in chemical products processing and utilities ,95102,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,1442,High,34.24,-3.3,0.3766,24.3,15.0,3.6
NS,"Labourers in wood, pulp and paper processing ",95103,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,1443,Low,15.0,-3.3,0.3766,24.3,15.0,3.6
NS,"Labourers in wood, pulp and paper processing ",95103,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,1443,Median,16.88,-3.3,0.3766,24.3,15.0,3.6
NS,"Labourers in wood, pulp and paper processing ",95103,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,1443,High,21.0,-3.3,0.3766,24.3,15.0,3.6
NS,Labourers in rubber and plastic products manufacturing ,95104,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,1444,Low,15.0,-3.3,0.3766,24.3,15.0,3.6
NS,Labourers in rubber and plastic products manufacturing ,95104,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,1444,Median,19.0,-3.3,0.3766,24.3,15.0,3.6
NS,Labourers in rubber and plastic products manufacturing ,95104,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,1444,High,26.0,-3.3,0.3766,24.3,15.0,3.6
NS,Labourers in food and beverage processing ,95106,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,1445,Low,15.0,-3.3,0.3766,24.3,15.0,3.6
NS,Labourers in food and beverage processing ,95106,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,1445,Median,17.34,-3.3,0.3766,24.3,15.0,3.6
NS,Labourers in food and beverage processing ,95106,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,1445,High,22.0,-3.3,0.3766,24.3,15.0,3.6
NS,Labourers in fish and seafood processing ,95107,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,1446,Low,15.0,-3.3,0.3766,24.3,15.0,3.6
NS,Labourers in fish and seafood processing ,95107,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,1446,Median,16.81,-3.3,0.3766,24.3,15.0,3.6
NS,Labourers in fish and seafood processing ,95107,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,1446,High,20.0,-3.3,0.3766,24.3,15.0,3.6
NS,"Other labourers in processing, manufacturing and utilities ",95109,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,1447,Low,15.0,-3.3,0.3766,24.3,15.0,3.6
NS,"Other labourers in processing, manufacturing and utilities ",95109,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,1447,Median,16.45,-3.3,0.3766,24.3,15.0,3.6
NS,"Other labourers in processing, manufacturing and utilities ",95109,9,95,Occupations in manufacturing and utilities,"Labourers in processing, manufacturing and utilities",5,Labourers/Drivers/Support,1447,High,22.55,-3.3,0.3766,24.3,15.0,3.6
NU,Legislators ,00010,0,00,Legislative and senior management occupations,Legislative and senior managers,0,Managers,1448,Low,,-25.2,0.70695,10.6,19.0,2.5
NU,Legislators ,00010,0,00,Legislative and senior management occupations,Legislative and senior managers,0,Managers,1448,Median,82.19,-25.2,0.70695,10.6,19.0,2.5
NU,Legislators ,00010,0,00,Legislative and senior management occupations,Legislative and senior managers,0,Managers,1448,High,,-25.2,0.70695,10.6,19.0,2.5
NU,Senior government managers and officials ,00011,0,00,Legislative and senior management occupations,Legislative and senior managers,0,Managers,1449,Low,68.15,-25.2,0.70695,10.6,19.0,2.5
NU,Senior government managers and officials ,00011,0,00,Legislative and senior management occupations,Legislative and senior managers,0,Managers,1449,Median,86.96,-25.2,0.70695,10.6,19.0,2.5
NU,Senior government managers and officials ,00011,0,00,Legislative and senior management occupations,Legislative and senior managers,0,Managers,1449,High,133.64,-25.2,0.70695,10.6,19.0,2.5
NU,Financial managers ,10010,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers,1450,Low,,-25.2,0.70695,10.6,19.0,2.5
NU,Financial managers ,10010,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers,1450,Median,68.68,-25.2,0.70695,10.6,19.0,2.5
NU,Financial managers ,10010,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers,1450,High,,-25.2,0.70695,10.6,19.0,2.5
NU,Human resources managers ,10011,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers,1451,Low,,-25.2,0.70695,10.6,19.0,2.5
NU,Human resources managers ,10011,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers,1451,Median,63.37,-25.2,0.70695,10.6,19.0,2.5
NU,Human resources managers ,10011,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers,1451,High,,-25.2,0.70695,10.6,19.0,2.5
NU,Other administrative services managers ,10019,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers,1452,Low,,-25.2,0.70695,10.6,19.0,2.5
NU,Other administrative services managers ,10019,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers,1452,Median,64.42,-25.2,0.70695,10.6,19.0,2.5
NU,Other administrative services managers ,10019,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers,1452,High,,-25.2,0.70695,10.6,19.0,2.5
NU,"Advertising, marketing and public relations managers ",10022,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers,1453,Low,,-25.2,0.70695,10.6,19.0,2.5
NU,"Advertising, marketing and public relations managers ",10022,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers,1453,Median,61.06,-25.2,0.70695,10.6,19.0,2.5
NU,"Advertising, marketing and public relations managers ",10022,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers,1453,High,,-25.2,0.70695,10.6,19.0,2.5
NU,Financial auditors and accountants ,11100,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals,1454,Low,,-25.2,0.70695,10.6,19.0,2.5
NU,Financial auditors and accountants ,11100,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals,1454,Median,67.79,-25.2,0.70695,10.6,19.0,2.5
NU,Financial auditors and accountants ,11100,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals,1454,High,,-25.2,0.70695,10.6,19.0,2.5
NU,Human resources professionals ,11200,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals,1455,Low,40.0,-25.2,0.70695,10.6,19.0,2.5
NU,Human resources professionals ,11200,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals,1455,Median,46.15,-25.2,0.70695,10.6,19.0,2.5
NU,Human resources professionals ,11200,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals,1455,High,64.62,-25.2,0.70695,10.6,19.0,2.5
NU,"Professional occupations in advertising, marketing and public relations ",11202,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals,1456,Low,34.12,-25.2,0.70695,10.6,19.0,2.5
NU,"Professional occupations in advertising, marketing and public relations ",11202,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals,1456,Median,48.71,-25.2,0.70695,10.6,19.0,2.5
NU,"Professional occupations in advertising, marketing and public relations ",11202,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals,1456,High,66.28,-25.2,0.70695,10.6,19.0,2.5
